I II V1 V2 V3 V4 V5 V6
2 10 -10 -15 -7 1 -3 0
1 12 -9 -14 -6 2 0 1
1 14 -8 -14 -5 1 0 2
-2 12 -8 -16 -7 0 -3 0
-4 9 -8 -17 -8 -3 -5 -2
-5 5 -6 -16 -8 -4 -7 -4
-6 3 -5 -16 -9 -5 -9 -7
-6 1 -5 -15 -10 -6 -10 -9
-6 -3 -6 -16 -11 -6 -11 -10
-7 -6 -7 -17 -12 -7 -11 -11
-9 -9 -10 -19 -13 -9 -12 -13
-9 -10 -9 -18 -13 -9 -13 -12
-8 -10 -9 -20 -15 -11 -15 -14
-8 -11 -9 -20 -15 -11 -15 -14
-8 -12 -10 -20 -17 -12 -16 -15
-8 -12 -10 -20 -17 -12 -16 -15
-8 -11 -9 -19 -16 -12 -16 -15
-8 -11 -9 -19 -16 -11 -16 -15
-9 -12 -9 -20 -17 -12 -16 -16
-10 -12 -10 -20 -17 -13 -17 -17
-12 -12 -9 -19 -16 -12 -17 -17
-11 -12 -9 -19 -16 -13 -18 -17
-10 -11 -8 -18 -15 -12 -17 -17
-10 -10 -8 -18 -14 -11 -16 -16
-10 -10 -9 -18 -14 -11 -15 -15
-11 -11 -9 -18 -15 -11 -15 -14
-11 -11 -8 -18 -15 -11 -15 -13
-10 -11 -7 -18 -15 -11 -15 -13
-9 -11 -6 -18 -14 -10 -14 -12
-10 -11 -5 -17 -13 -9 -13 -11
-11 -12 -7 -17 -14 -10 -14 -11
-12 -13 -6 -16 -13 -9 -14 -11
-9 -12 -5 -16 -13 -9 -14 -11
-8 -12 -5 -16 -14 -9 -14 -11
-10 -13 -8 -18 -17 -12 -18 -14
-12 -15 -7 -18 -16 -12 -17 -15
-12 -13 -5 -18 -16 -13 -17 -16
-10 -13 -5 -18 -16 -13 -17 -16
-11 -13 -5 -17 -15 -11 -16 -16
-11 -12 -6 -18 -16 -12 -16 -18
-9 -12 -5 -16 -14 -10 -15 -17
-8 -12 -5 -16 -13 -9 -15 -17
-7 -11 -6 -17 -13 -9 -16 -17
-6 -10 -5 -15 -12 -9 -14 -15
-5 -9 -5 -15 -12 -10 -16 -17
-7 -11 -4 -14 -12 -11 -18 -18
-9 -13 -4 -12 -12 -12 -20 -19
-11 -14 0 -9 -11 -11 -19 -19
-12 -14 4 -5 -9 -10 -19 -20
-12 -14 8 5 -2 -7 -19 -21
-13 -14 13 17 8 -2 -17 -20
-13 -15 15 29 19 6 -13 -19
-11 -12 19 42 33 18 -7 -15
-9 -5 27 63 58 38 10 -6
-6 5 35 88 90 67 29 8
0 15 43 110 127 103 55 24
5 21 51 133 168 143 81 39
10 24 60 156 210 183 107 54
14 27 68 173 247 221 132 68
21 35 71 181 279 257 158 88
31 46 64 174 295 281 182 107
43 53 42 140 277 278 190 119
54 59 6 77 218 236 178 122
62 64 -40 -18 111 153 145 117
61 65 -92 -153 -32 42 94 102
49 53 -137 -303 -180 -74 29 72
32 27 -178 -435 -312 -182 -40 32
24 2 -221 -541 -419 -267 -98 -3
27 -12 -259 -601 -478 -311 -127 -19
33 -17 -277 -601 -482 -316 -134 -24
36 -20 -279 -571 -464 -308 -135 -25
32 -17 -275 -543 -445 -299 -135 -25
23 -6 -260 -503 -414 -279 -128 -23
11 13 -233 -446 -365 -246 -109 -13
2 26 -208 -392 -317 -212 -91 -4
0 28 -195 -353 -285 -190 -81 -3
-2 25 -185 -320 -260 -174 -79 -8
-4 24 -172 -284 -230 -154 -71 -9
-5 24 -158 -252 -203 -136 -64 -9
-5 21 -145 -224 -182 -122 -61 -11
-4 17 -130 -194 -159 -108 -55 -11
-4 16 -111 -164 -136 -92 -48 -11
-4 12 -92 -134 -113 -77 -43 -12
-4 7 -71 -105 -91 -62 -35 -12
-4 4 -55 -80 -71 -49 -30 -12
-4 1 -43 -63 -58 -40 -26 -11
-4 -3 -33 -49 -47 -32 -22 -10
-5 -3 -25 -36 -37 -26 -19 -9
-6 -3 -19 -28 -31 -22 -18 -8
-6 -4 -15 -22 -26 -19 -17 -8
-6 -6 -12 -19 -24 -19 -17 -10
-7 -9 -10 -15 -22 -17 -17 -10
-7 -11 -9 -13 -22 -17 -18 -11
-6 -10 -7 -10 -19 -16 -17 -11
-5 -10 -7 -8 -17 -15 -16 -13
-5 -11 -5 -6 -15 -14 -16 -12
-5 -12 -5 -5 -15 -14 -17 -13
-5 -11 -3 -3 -12 -13 -16 -12
-5 -11 -3 -2 -12 -12 -16 -12
-6 -12 -3 0 -11 -11 -17 -12
-5 -11 0 3 -10 -10 -15 -10
-5 -11 1 5 -8 -9 -14 -9
-6 -13 1 5 -8 -9 -13 -9
-5 -13 2 6 -8 -9 -13 -10
-5 -13 3 8 -6 -8 -12 -10
-5 -13 2 8 -7 -9 -13 -11
-6 -14 2 8 -6 -8 -13 -12
-6 -12 2 8 -6 -9 -14 -12
-5 -10 2 9 -5 -9 -14 -12
-4 -9 4 11 -4 -8 -14 -12
-4 -11 5 13 -3 -8 -14 -12
-4 -11 6 14 -2 -7 -14 -13
-5 -11 9 17 2 -5 -12 -11
-6 -12 9 17 2 -4 -12 -12
-6 -12 8 18 2 -5 -13 -13
-7 -13 8 19 3 -4 -13 -12
-7 -13 7 19 3 -5 -14 -12
-5 -13 7 19 3 -5 -14 -11
-5 -13 7 20 3 -4 -13 -9
-5 -13 8 21 4 -3 -12 -8
-4 -12 10 24 6 -2 -11 -7
0 -12 12 25 7 1 -9 -6
-2 -12 13 26 8 1 -9 -6
-4 -13 13 27 9 1 -9 -6
-4 -13 13 28 9 2 -9 -6
-2 -12 13 29 9 2 -9 -7
-2 -11 14 30 10 1 -8 -7
-4 -11 13 30 10 0 -10 -9
-4 -11 12 30 10 0 -11 -10
0 -8 13 31 11 1 -11 -10
0 -8 14 33 13 2 -10 -9
-4 -11 14 34 13 3 -10 -10
-4 -11 15 35 13 3 -10 -10
-2 -9 18 38 16 5 -8 -9
1 -9 17 38 16 4 -8 -9
1 -10 17 40 16 4 -8 -7
0 -9 17 42 18 5 -7 -6
-3 -9 17 42 19 6 -7 -5
-4 -11 16 42 18 6 -8 -6
-5 -12 17 44 20 7 -7 -5
-3 -10 19 46 22 8 -5 -3
0 -10 19 47 23 9 -5 -2
-3 -12 19 50 23 9 -5 -3
-4 -12 21 52 24 10 -4 -3
-3 -11 21 54 26 11 -3 -2
-2 -9 21 55 27 12 -2 0
0 -9 22 56 28 13 0 1
0 -9 21 57 28 13 0 1
0 -9 20 57 28 13 0 2
0 -7 20 59 29 13 1 3
1 -5 23 62 31 16 4 4
3 -3 24 64 33 17 5 5
4 -4 24 66 34 18 5 5
3 -4 24 67 35 18 5 5
3 -4 23 69 35 18 5 4
5 -4 23 70 35 17 4 4
6 -3 25 72 37 19 6 6
6 -2 25 74 37 20 6 6
5 0 25 75 39 21 7 6
5 -2 26 78 40 22 8 7
3 -3 28 81 43 23 8 7
5 0 30 84 45 24 9 8
10 3 32 87 48 26 12 10
12 4 32 90 50 27 13 11
10 3 32 91 50 27 12 10
7 1 30 91 50 26 10 9
6 0 29 92 50 26 10 8
5 0 29 93 50 26 10 9
8 3 30 95 51 27 11 11
10 6 32 98 53 28 13 13
10 5 32 100 54 29 14 13
9 4 34 102 55 31 15 15
11 6 34 103 56 31 16 16
12 7 36 106 58 32 18 18
14 9 35 106 58 32 17 17
14 9 35 107 58 32 17 17
12 8 34 108 58 30 17 17
10 7 34 109 58 31 16 17
11 8 35 111 58 31 17 18
12 9 35 111 58 30 17 19
14 10 35 111 58 30 16 19
16 10 35 111 58 30 16 19
14 11 36 113 58 30 17 20
14 12 34 112 56 28 15 18
16 12 35 112 56 27 15 19
17 10 34 110 54 24 14 19
15 9 34 108 52 23 13 19
15 10 35 108 51 23 13 19
15 11 34 107 49 21 11 17
15 11 33 105 47 19 9 16
15 10 34 105 46 18 9 15
15 10 33 104 44 17 8 14
15 10 33 103 43 16 6 13
15 9 32 99 39 13 5 13
14 8 32 99 38 12 5 13
15 9 31 98 37 10 4 13
16 10 30 95 35 7 3 13
14 9 28 91 32 6 1 12
13 8 28 89 30 4 -2 10
14 8 29 88 28 3 -3 9
13 8 29 86 26 1 -4 7
9 4 29 84 24 -2 -6 6
8 4 28 80 23 -4 -8 4
10 6 29 79 23 -3 -7 4
12 7 30 78 22 -3 -7 4
12 6 29 75 20 -4 -8 4
13 5 27 72 19 -6 -9 4
17 7 26 70 17 -7 -8 4
18 9 25 68 15 -7 -8 5
13 7 24 65 14 -7 -9 4
8 4 23 63 14 -6 -9 3
8 4 23 61 14 -6 -9 3
9 4 23 60 14 -6 -8 3
8 2 24 58 14 -6 -9 2
6 0 24 55 13 -7 -11 0
7 -2 23 52 12 -8 -11 1
7 -2 22 49 12 -7 -10 1
4 -3 21 47 12 -5 -9 2
5 -3 21 45 12 -4 -8 2
7 0 21 45 13 -2 -6 3
6 1 20 42 14 1 -5 3
4 -2 19 38 12 2 -5 2
4 -2 19 36 12 1 -5 3
4 0 19 35 13 3 -4 3
4 1 17 32 12 2 -5 2
4 2 16 30 11 2 -4 1
3 2 14 27 10 2 -4 0
1 0 14 25 10 2 -5 0
-2 -3 12 22 8 2 -7 -3
-3 -4 11 21 8 1 -7 -4
-3 -4 12 19 7 1 -7 -5
-2 -3 12 17 6 2 -6 -5
0 -4 12 16 7 3 -5 -5
-2 -4 11 14 6 3 -5 -4
-3 -4 11 14 7 3 -4 -3
-2 -4 9 13 6 2 -4 -4
0 -3 10 12 7 3 -3 -3
0 -2 9 10 5 2 -4 -4
-4 -4 7 7 2 1 -5 -5
-6 -7 7 6 2 1 -7 -5
-5 -6 7 5 3 1 -6 -4
-3 -4 8 6 3 2 -5 -3
-2 -5 8 6 4 3 -5 -2
-3 -6 8 4 3 3 -5 -3
-3 -7 9 4 3 3 -4 -2
0 -5 8 3 2 2 -5 -2
2 -4 7 2 1 2 -5 -2
1 -4 6 2 2 3 -4 0
-3 -6 5 2 1 2 -4 -2
-6 -7 6 2 1 2 -4 0
-6 -5 7 2 2 2 -4 0
-4 -4 7 3 2 2 -4 -2
-5 -5 6 2 2 1 -4 -2
-6 -6 4 0 1 0 -6 -4
-5 -5 5 1 3 1 -4 -3
-4 -3 6 3 4 3 -3 0
-5 -4 5 2 3 2 -4 -2
-6 -5 5 2 2 2 -4 -2
-5 -4 6 2 2 2 -4 -2
-3 -3 6 4 4 5 -3 1
-2 -3 7 4 5 7 0 2
-3 -4 9 5 6 7 1 2
-4 -5 8 5 5 7 1 0
-5 -6 9 5 6 7 1 0
-6 -6 8 4 6 7 1 0
-4 -5 7 5 5 6 0 -2
-2 -3 8 5 6 6 0 0
-2 0 7 5 6 6 0 0
-2 -2 6 6 7 7 1 1
-4 -3 5 7 7 7 1 2
-5 -3 6 7 7 7 0 1
-5 -4 8 7 7 6 0 1
-3 -4 9 8 9 8 1 2
-2 -4 8 8 9 8 1 2
-4 -5 7 9 10 8 2 4
-5 -5 7 10 10 9 3 5
-4 -4 8 10 10 9 3 5
-2 -3 7 9 10 10 3 5
0 -2 6 9 10 10 3 5
0 0 7 10 11 11 4 5
0 0 8 12 12 12 5 5
-3 0 9 13 14 13 5 5
-4 -2 9 12 13 12 4 3
-5 -3 9 11 12 11 4 2
-4 -2 8 12 12 11 4 2
-3 -2 9 14 13 12 4 2
-4 -2 9 13 13 10 3 1
-6 -3 9 13 13 10 3 1
-6 -3 9 14 15 12 4 3
-5 -3 9 15 16 14 6 5
-4 -2 9 15 16 13 6 5
0 -2 9 15 15 13 5 5
1 -2 9 15 16 13 5 4
0 -2 9 14 16 14 5 3
1 0 10 16 18 16 7 6
1 1 10 16 17 16 8 6
-2 0 8 14 16 15 7 4
-4 -3 7 14 16 14 6 4
-3 -2 7 14 16 14 5 5
0 1 8 15 17 16 8 7
1 1 9 15 18 17 9 7
-3 -2 10 15 18 17 10 7
-5 -5 10 15 18 17 9 6
-4 -5 9 14 17 16 8 5
-3 -3 9 15 17 16 9 6
-3 -3 8 14 16 16 9 6
-2 -3 8 14 16 16 9 6
1 1 8 13 16 15 8 5
1 0 8 13 16 14 7 5
-3 -3 7 11 15 12 5 3
-4 -3 7 12 16 13 6 4
-4 -2 6 11 16 13 6 4
-5 -2 7 12 16 14 7 4
-5 -2 7 12 16 14 6 4
-4 -2 7 11 15 13 5 2
-3 -2 7 11 14 12 4 2
-2 -2 7 10 14 12 4 2
-2 -2 6 10 14 13 4 2
-2 0 4 8 13 11 4 2
-3 -3 5 9 13 12 5 4
-3 -3 7 8 13 12 6 4
-2 -3 9 9 14 14 7 5
0 -4 9 9 14 13 6 5
-3 -7 7 8 13 13 5 4
-4 -8 5 6 11 11 3 2
-3 -6 5 6 11 11 3 2
-3 -4 6 7 11 12 3 2
-4 -3 7 6 10 12 4 2
-2 0 5 4 9 10 2 1
2 1 5 4 10 9 2 1
3 1 5 4 10 10 2 2
1 1 5 4 9 10 2 2
0 1 6 5 10 11 3 3
-3 -2 7 4 10 11 3 4
-5 -5 6 3 8 9 2 3
-7 -8 3 1 5 6 1 2
-7 -7 1 0 5 6 2 2
-7 -7 2 1 6 7 2 2
-6 -6 3 0 6 7 1 1
-6 -6 4 1 7 8 1 1
-4 -6 5 2 8 9 2 2
-3 -5 6 2 8 9 2 1
-3 -6 6 3 9 10 2 1
-5 -7 5 2 9 10 3 1
-6 -8 3 0 7 8 1 0
-7 -8 2 -3 5 6 0 -2
-5 -6 2 -2 6 7 2 0
-3 -4 3 0 7 9 3 2
-3 -4 3 -2 6 8 2 1
-4 -4 3 -3 4 6 1 -2
-5 -5 4 -2 5 6 1 -2
-4 -6 4 -2 5 6 1 -2
-4 -6 5 -2 5 7 1 -2
-3 -6 3 -3 4 6 0 -3
-3 -6 3 -3 4 6 0 -3
-3 -6 2 -4 3 5 -2 -3
-3 -7 2 -4 3 4 -2 -2
-3 -8 0 -6 2 3 -3 -4
-2 -7 0 -7 0 1 -4 -6
-2 -7 2 -7 0 1 -4 -6
-4 -7 4 -6 1 2 -3 -5
-5 -7 5 -6 2 3 -2 -4
-4 -7 5 -5 3 4 -2 -3
-3 -7 5 -4 4 5 0 -3
-2 -6 5 -4 4 5 1 -2
0 -5 4 -5 3 5 1 -2
0 -5 3 -5 3 5 2 0
-2 -5 3 -5 3 5 2 0
-5 -6 3 -7 1 2 -2 -3
-9 -9 3 -7 0 1 -3 -4
-9 -10 4 -6 1 3 -2 -3
-7 -9 4 -6 1 3 -2 -3
-5 -8 4 -6 1 2 -2 -2
-4 -8 4 -6 1 3 -2 -2
-4 -8 4 -6 1 4 0 0
-4 -9 3 -6 1 4 0 0
-3 -8 3 -7 1 4 0 -2
-2 -7 2 -8 0 3 -2 -2
-4 -7 2 -8 -2 2 -3 -3
-6 -7 2 -8 -2 2 -3 -4
-5 -6 2 -8 0 1 -3 -5
-5 -7 2 -9 -2 1 -3 -5
-5 -9 3 -8 -2 1 -4 -7
-3 -7 4 -7 0 1 -4 -6
0 -7 5 -6 0 1 -4 -6
-3 -9 4 -7 -2 1 -5 -7
-5 -10 4 -7 0 2 -4 -5
-4 -8 3 -7 1 2 -3 -3
-5 -9 3 -7 0 3 -2 -2
-7 -9 3 -8 -2 3 -2 0
-7 -7 5 -8 -2 3 -2 -3
-5 -5 6 -6 0 4 0 -2
-5 -5 6 -5 1 5 1 0
-5 -5 6 -5 2 4 0 -2
-5 -3 6 -5 2 4 1 -4
-4 -2 6 -4 3 5 1 -3
-5 0 7 -3 4 6 1 -2
-5 0 7 -3 5 7 1 0
-3 2 9 -3 4 7 2 1
0 4 11 0 5 8 3 4
1 5 11 -2 5 8 4 4
-3 2 11 -2 5 8 4 4
-3 2 12 -2 5 8 4 5
-2 2 13 1 6 8 4 6
-3 2 13 1 7 9 5 6
-4 2 14 1 7 9 5 6
-2 5 14 3 8 11 7 7
1 8 13 4 9 11 8 7
1 10 13 4 9 12 9 8
0 11 13 4 11 14 10 9
0 15 14 5 13 15 11 10
3 19 13 7 15 17 13 13
5 21 9 5 15 17 14 12
6 20 8 4 14 17 14 12
10 21 7 4 14 17 14 12
12 19 6 3 13 16 13 11
9 12 3 -3 9 12 9 7
5 6 0 -7 5 8 5 3
3 7 1 -6 5 9 6 4
5 9 0 -7 5 10 6 5
6 8 -3 -8 4 9 6 5
5 6 -4 -9 4 9 7 6
4 4 -3 -8 3 9 8 7
4 3 -2 -9 3 9 8 9
4 6 -4 -9 3 7 7 9
5 10 -4 -10 2 7 8 9
6 12 -4 -11 2 8 9 10
5 13 -4 -13 1 7 9 9
2 12 -4 -14 0 6 7 8
-2 7 -4 -15 -3 4 5 6
-5 3 -4 -15 -3 3 2 2
-6 1 0 -14 -3 3 2 0
-5 0 2 -14 -4 2 0 -2
-5 -4 1 -15 -6 -2 -3 -4
-6 -7 0 -16 -7 -4 -5 -5
-5 -10 -4 -18 -9 -6 -7 -7
-5 -12 -3 -18 -9 -6 -8 -9
-7 -14 -3 -18 -10 -7 -9 -10
-9 -16 -4 -18 -10 -7 -9 -10
-8 -15 -5 -20 -11 -8 -9 -10
-5 -13 -4 -19 -11 -8 -9 -9
-4 -12 -3 -19 -11 -7 -8 -9
-5 -12 -2 -19 -11 -7 -8 -9
-6 -11 -2 -18 -10 -7 -7 -8
-6 -10 0 -17 -9 -5 -6 -8
-5 -9 0 -17 -8 -4 -6 -8
-5 -9 0 -17 -7 -4 -6 -7
-7 -9 0 -17 -7 -4 -6 -7
-8 -11 -2 -17 -8 -4 -6 -8
-6 -11 -2 -17 -9 -5 -7 -8
-4 -10 0 -16 -9 -5 -6 -7
-6 -12 0 -16 -10 -5 -7 -8
-9 -14 -2 -18 -11 -7 -9 -10
-9 -13 0 -18 -10 -7 -8 -10
-7 -12 1 -15 -8 -4 -5 -8
-6 -11 1 -16 -9 -4 -6 -8
-6 -12 1 -16 -9 -4 -6 -8
-6 -12 1 -16 -9 -4 -6 -8
-6 -11 2 -15 -8 -3 -5 -7
-6 -10 2 -15 -8 -3 -5 -7
-6 -11 2 -16 -9 -4 -6 -8
-7 -11 1 -16 -10 -5 -7 -9
-7 -12 2 -16 -9 -5 -7 -10
-8 -12 2 -16 -8 -4 -6 -9
-6 -12 1 -15 -8 -4 -6 -8
-5 -12 1 -15 -8 -4 -7 -8
-7 -12 2 -15 -8 -3 -7 -7
-8 -12 2 -14 -7 -3 -7 -7
-6 -11 1 -15 -8 -4 -7 -8
-5 -11 1 -15 -8 -4 -7 -8
-3 -10 3 -13 -7 -5 -8 -9
-2 -10 5 -9 -6 -4 -9 -10
-4 -10 8 -5 -3 -4 -10 -12
-8 -12 12 1 1 -4 -10 -13
-10 -13 15 10 6 -2 -12 -17
-10 -14 19 21 17 6 -10 -17
-9 -13 22 32 30 16 -5 -14
-6 -8 26 48 50 32 7 -7
-3 1 34 69 76 55 23 4
2 10 44 91 110 88 47 18
7 20 51 108 147 127 74 34
12 25 59 128 189 170 103 53
16 27 68 147 231 213 133 69
20 32 75 161 269 256 161 87
28 44 78 168 299 294 191 108
36 55 70 156 310 315 215 129
43 60 45 115 283 302 218 138
52 65 6 47 213 246 198 138
60 71 -40 -58 93 147 155 129
57 71 -88 -194 -59 21 94 108
46 58 -127 -336 -211 -103 21 71
32 30 -161 -456 -343 -213 -52 29
25 4 -201 -551 -447 -295 -108 -4
25 -12 -237 -597 -495 -330 -133 -17
27 -19 -253 -585 -489 -327 -136 -19
28 -22 -255 -553 -468 -316 -137 -22
26 -18 -248 -523 -445 -305 -137 -24
17 -6 -231 -480 -407 -282 -128 -22
4 11 -205 -425 -357 -248 -112 -18
-3 21 -186 -377 -314 -219 -97 -12
-5 21 -176 -342 -284 -198 -90 -13
-8 15 -166 -310 -257 -182 -86 -17
-9 15 -155 -276 -228 -162 -77 -18
-9 15 -143 -243 -201 -143 -69 -17
-8 12 -132 -216 -179 -127 -64 -19
-6 10 -116 -188 -156 -112 -58 -19
-5 9 -97 -159 -134 -96 -50 -18
-3 7 -78 -130 -110 -78 -41 -16
0 6 -60 -100 -87 -62 -32 -13
2 7 -46 -76 -67 -48 -26 -11
1 4 -35 -61 -54 -38 -22 -9
0 0 -27 -49 -43 -31 -18 -8
0 -3 -20 -36 -33 -25 -15 -6
-2 -4 -14 -28 -26 -22 -13 -6
-3 -5 -10 -22 -22 -19 -12 -6
-4 -7 -6 -17 -19 -17 -12 -7
-4 -8 -4 -14 -17 -16 -12 -8
-3 -9 -2 -11 -15 -14 -12 -8
-2 -9 0 -9 -13 -13 -11 -8
2 -8 2 -7 -11 -12 -9 -8
2 -7 2 -6 -11 -12 -10 -8
-2 -9 2 -5 -10 -11 -10 -9
-4 -10 3 -4 -8 -10 -10 -8
-6 -10 5 1 -6 -9 -9 -7
-5 -10 5 1 -6 -9 -10 -8
-3 -9 6 2 -5 -7 -9 -8
-3 -10 8 5 -3 -6 -8 -7
-5 -12 8 6 -3 -7 -9 -9
-4 -11 8 7 -2 -6 -9 -8
-2 -9 9 9 1 -5 -7 -7
-3 -10 10 10 2 -4 -7 -6
-5 -11 10 10 2 -4 -7 -6
-4 -10 10 10 2 -4 -7 -6
-3 -10 10 12 3 -3 -6 -6
-2 -11 10 12 4 -3 -7 -7
-3 -11 11 12 4 -3 -7 -8
-3 -12 12 14 4 -3 -6 -9
-4 -12 14 17 5 -2 -5 -8
-4 -11 14 17 6 -2 -5 -8
-4 -11 15 19 7 0 -4 -8
-4 -11 14 19 7 0 -5 -7
-3 -11 12 18 7 0 -6 -6
0 -10 12 18 7 0 -6 -6
1 -9 13 20 8 1 -6 -6
1 -8 14 22 10 2 -4 -5
0 -8 14 22 11 3 -3 -5
-2 -8 15 25 13 4 -2 -4
0 -8 15 25 12 3 -3 -5
0 -8 17 26 12 3 -3 -4
0 -7 17 27 13 3 -2 -4
0 -8 17 27 12 3 -2 -4
-3 -10 17 27 14 3 -2 -5
-5 -10 17 27 14 3 -2 -5
-2 -8 18 31 16 5 1 -3
1 -7 19 32 17 7 1 -3
-3 -8 20 33 19 8 1 -3
-4 -8 20 34 19 8 1 -3
-3 -8 22 36 21 8 1 -3
-2 -9 21 36 21 8 0 -3
-2 -9 20 36 21 7 0 -4
1 -9 20 37 21 7 0 -4
2 -8 21 38 22 7 0 -2
1 -9 20 39 22 8 1 -2
-2 -9 21 43 23 9 3 1
0 -8 22 44 24 11 4 2
1 -7 23 46 26 12 5 3
1 -6 23 47 26 12 5 2
1 -6 24 49 29 14 6 2
1 -6 25 50 31 15 7 2
1 -5 25 52 31 15 6 2
1 -5 25 53 31 14 5 2
1 -5 24 54 32 14 6 3
3 -3 25 57 33 16 8 4
6 0 25 58 33 16 9 4
7 0 26 59 35 17 8 4
5 -2 26 61 36 18 8 4
2 -3 26 62 36 18 8 4
1 -4 28 65 39 20 10 5
4 -2 29 67 42 21 11 6
6 1 30 69 44 22 12 7
5 -2 30 70 44 22 12 7
3 -2 28 71 45 22 13 7
8 4 29 74 47 24 15 10
11 8 32 78 49 27 18 13
8 5 32 80 50 27 18 13
3 1 31 81 51 28 18 12
3 1 33 84 53 29 19 13
6 1 34 86 55 30 20 14
6 2 33 87 55 30 20 14
5 2 34 89 56 32 21 16
6 3 33 90 57 32 21 16
8 4 33 92 58 32 21 16
10 5 33 93 59 32 21 16
9 7 34 96 60 34 22 17
8 7 36 99 62 35 24 19
10 8 37 101 63 35 24 19
11 10 38 103 63 35 25 20
12 11 38 105 64 35 25 20
12 11 38 105 64 35 25 20
11 9 38 107 64 34 24 21
11 10 37 109 66 35 25 22
14 14 37 109 66 36 25 23
14 14 38 108 66 36 25 23
13 13 38 108 65 35 25 23
14 13 37 110 65 35 25 23
15 14 35 109 64 34 25 23
16 14 36 110 64 33 26 23
18 17 37 110 63 33 26 24
17 17 38 111 63 33 26 24
14 14 38 110 60 30 24 22
13 13 35 108 58 28 22 21
13 14 35 107 58 28 22 21
14 14 35 106 56 26 20 21
14 13 34 104 54 24 18 20
16 15 34 104 53 23 18 20
18 16 34 103 52 23 18 19
15 14 34 101 50 21 16 18
13 12 35 100 49 20 16 18
15 12 35 97 46 17 15 18
17 13 35 95 44 15 14 18
18 13 34 94 40 14 13 17
16 14 32 92 38 12 11 15
15 14 32 90 36 10 10 15
15 14 31 87 34 8 9 15
14 12 30 84 32 6 8 14
15 11 29 82 29 5 7 13
15 11 31 81 29 4 6 13
15 11 30 78 29 3 5 12
14 9 29 75 27 2 3 11
13 7 27 72 24 0 2 10
12 8 26 70 21 -2 1 10
12 9 26 68 21 -2 1 10
13 9 26 65 20 -3 1 10
13 9 26 63 19 -3 1 8
12 9 26 61 18 -3 0 7
11 8 26 59 18 -3 0 6
9 7 26 57 17 -3 0 5
7 5 25 55 17 -4 0 5
7 5 25 52 17 -4 -2 4
8 5 25 50 16 -4 -2 3
6 5 24 48 15 -5 -3 2
5 5 23 46 14 -4 -3 2
5 7 22 44 14 -3 -3 2
5 6 21 40 14 -2 -2 2
5 5 20 38 14 0 -2 2
4 3 20 37 14 1 0 2
4 3 21 35 14 2 0 2
4 2 21 33 14 2 0 3
3 1 20 31 15 3 1 3
1 0 19 29 14 3 2 3
1 1 17 26 14 2 1 1
2 1 17 25 14 2 1 1
2 1 15 22 12 2 1 1
1 1 14 20 10 2 1 1
-2 0 14 19 10 4 2 2
0 0 14 17 10 4 2 1
1 0 15 17 10 4 2 1
1 1 14 15 9 3 1 1
-2 -2 13 13 10 4 1 0
-4 -4 12 11 8 3 1 -2
-2 -2 12 11 9 3 1 -3
2 3 12 10 8 4 1 -3
1 3 13 9 8 5 2 -2
-5 -2 11 7 7 4 1 -2
-7 -4 10 5 6 3 1 -2
-7 -4 9 5 6 4 1 -2
-6 -3 10 5 6 4 1 -2
-5 -2 11 5 7 4 2 0
-6 -3 11 4 5 3 1 -3
-7 -5 11 3 4 3 0 -3
-6 -4 10 3 4 2 0 -4
-4 -2 9 1 4 1 0 -4
-2 0 8 1 4 3 0 -3
-3 -2 8 1 4 3 2 0
-6 -4 8 2 4 4 2 0
-9 -5 8 1 3 3 2 0
-9 -5 8 1 4 2 1 0
-7 -5 8 0 3 1 0 -2
-6 -5 9 0 3 2 1 -2
-4 -4 8 0 3 3 2 -2
-4 -3 9 2 4 4 3 -2
-3 -2 8 2 4 3 2 -2
-4 0 9 1 4 3 2 -2
-5 -2 9 2 5 4 2 0
-6 -3 7 1 4 3 1 -2
-8 -4 8 1 5 3 1 -3
-7 -3 9 3 7 5 2 -2
-4 0 9 3 6 4 2 -3
-3 1 9 3 6 3 2 -3
-4 0 9 4 7 4 3 -3
-5 -2 9 4 6 4 2 -3
-7 -4 9 4 6 4 2 -3
-6 -2 9 4 6 4 2 -2
-3 2 10 5 7 5 4 0
-4 1 10 6 8 6 3 1
-7 -3 10 5 8 6 3 1
-6 -3 10 5 8 5 2 0
-5 0 11 6 9 6 3 1
-4 0 11 7 10 7 3 2
-5 -2 12 8 11 7 4 3
-5 0 10 8 10 6 4 2
-5 1 9 8 10 7 5 2
-6 0 9 9 11 7 5 2
-6 -2 7 8 10 7 4 1
-6 -2 8 9 11 8 4 2
-6 -2 10 10 12 9 5 3
-6 0 10 10 12 9 6 4
-4 3 9 9 12 9 6 2
0 5 10 11 14 11 7 2
1 4 10 11 14 11 7 3
0 3 9 10 14 10 6 3
-2 3 9 11 14 10 6 2
-3 3 10 12 15 11 6 2
-4 1 10 12 15 10 7 3
-5 0 8 11 14 9 6 2
-5 0 9 12 13 10 6 2
-5 1 10 13 14 11 7 3
-5 1 10 13 16 13 8 3
-5 2 11 13 16 13 8 3
-5 3 10 13 15 13 8 3
-4 4 10 14 16 13 8 3
-4 4 9 13 17 13 8 3
-5 3 8 12 16 12 7 2
-6 2 7 12 16 12 7 2
-4 4 8 13 17 13 7 3
-2 6 8 13 17 13 7 2
-4 4 10 14 18 14 8 3
-6 2 9 12 17 13 7 2
