I II V1 V2 V3 V4 V5 V6
11 0 -5 -6 -13 -17 -15 -11
9 -2 -5 -6 -13 -17 -14 -11
7 -3 -5 -6 -13 -18 -14 -11
6 -3 -5 -5 -12 -18 -14 -11
8 1 -3 -3 -10 -16 -12 -9
10 4 -3 -3 -9 -15 -12 -9
8 3 -4 -5 -10 -15 -12 -9
5 0 -4 -5 -10 -15 -13 -10
3 0 -2 -4 -9 -13 -11 -8
4 2 -2 -3 -9 -13 -10 -7
3 2 -2 -2 -9 -12 -10 -7
2 1 -2 0 -8 -11 -10 -7
1 1 -2 0 -9 -12 -10 -6
0 1 -2 0 -9 -12 -10 -6
0 2 0 0 -9 -13 -9 -6
-3 2 1 0 -7 -12 -8 -5
-4 1 0 0 -8 -12 -7 -6
-5 1 1 0 -7 -12 -7 -5
-5 0 0 -2 -8 -12 -8 -6
-4 1 -3 -3 -9 -13 -9 -7
-3 1 -2 -3 -10 -12 -9 -6
-2 1 0 -2 -10 -12 -8 -6
0 2 0 -3 -10 -12 -9 -6
0 2 0 -2 -10 -12 -9 -5
0 2 -2 -3 -10 -13 -9 -6
-3 1 -2 -4 -10 -13 -9 -7
-4 -2 -3 -5 -11 -15 -11 -8
-5 -4 -5 -6 -12 -16 -12 -9
-6 -7 -5 -7 -14 -18 -13 -11
-5 -6 -4 -7 -13 -17 -13 -10
1 0 -5 -7 -13 -16 -13 -9
6 5 -4 -5 -12 -15 -11 -8
5 4 -3 -4 -12 -14 -11 -8
1 1 -5 -6 -13 -16 -13 -9
1 0 -5 -6 -14 -17 -13 -10
2 0 -5 -6 -13 -17 -12 -10
1 -3 -5 -7 -14 -16 -13 -10
1 -4 -5 -7 -14 -15 -13 -10
2 -2 -5 -7 -14 -16 -13 -10
3 -2 -5 -6 -13 -17 -13 -9
4 -3 -5 -7 -14 -18 -13 -9
4 -2 -6 -7 -14 -18 -13 -10
5 -2 -7 -8 -16 -19 -15 -12
4 -2 -6 -7 -16 -19 -14 -11
4 -3 -7 -8 -16 -19 -15 -12
3 -4 -7 -9 -16 -20 -15 -12
3 -6 -9 -11 -18 -21 -17 -14
3 -5 -7 -11 -18 -20 -16 -13
7 0 -7 -10 -16 -18 -16 -12
10 4 -6 -8 -15 -17 -14 -10
10 5 -7 -8 -14 -17 -14 -10
9 5 -9 -9 -14 -18 -15 -11
9 6 -8 -8 -14 -17 -14 -11
10 7 -7 -8 -13 -17 -13 -11
11 8 -6 -8 -13 -17 -13 -11
11 9 -6 -7 -12 -16 -12 -10
12 9 -5 -7 -12 -15 -11 -10
12 9 -4 -7 -12 -15 -12 -10
10 7 -2 -6 -11 -14 -12 -10
9 6 0 -6 -11 -14 -13 -11
7 4 0 -6 -11 -15 -14 -12
7 4 -2 -6 -11 -16 -14 -12
10 8 0 -4 -10 -15 -12 -11
16 15 1 -2 -8 -13 -11 -9
19 18 1 -2 -8 -12 -11 -9
16 15 -3 -5 -10 -13 -12 -10
14 15 -7 -8 -11 -13 -11 -10
16 17 -10 -9 -11 -13 -10 -8
18 20 -14 -12 -14 -15 -10 -9
18 18 -16 -14 -15 -15 -11 -9
15 14 -17 -15 -15 -16 -11 -9
12 11 -20 -16 -16 -18 -12 -9
12 11 -20 -16 -18 -18 -13 -9
14 15 -18 -14 -16 -16 -12 -7
16 18 -17 -13 -14 -14 -9 -5
13 16 -16 -12 -13 -13 -7 -4
9 14 -16 -13 -13 -12 -7 -5
10 13 -14 -11 -11 -10 -5 -3
12 13 -13 -8 -10 -10 -3 0
10 10 -12 -8 -10 -10 -3 0
4 4 -12 -10 -11 -11 -4 0
1 1 -10 -9 -9 -10 -4 1
3 4 -7 -6 -6 -7 -2 3
4 4 -6 -5 -6 -7 -2 4
0 -2 -4 -5 -7 -8 -3 2
-4 -6 -2 -5 -8 -10 -4 1
-4 -6 0 -4 -9 -10 -4 1
-2 -6 4 -2 -8 -8 -2 2
-4 -7 5 1 -7 -8 -3 1
-8 -9 5 0 -8 -9 -4 0
-9 -10 3 -4 -10 -11 -7 -2
-9 -11 4 -3 -10 -11 -6 -2
-8 -12 4 -3 -10 -12 -7 -3
-8 -12 4 -3 -11 -13 -8 -4
-9 -13 4 -4 -11 -14 -9 -5
-8 -13 4 -4 -11 -14 -9 -5
-7 -14 4 -5 -12 -15 -10 -6
-6 -16 4 -5 -13 -15 -10 -7
-7 -17 4 -5 -14 -15 -11 -8
-8 -18 4 -5 -13 -15 -10 -7
-8 -18 4 -6 -14 -15 -11 -8
-8 -17 4 -6 -15 -16 -12 -9
-8 -18 4 -5 -15 -16 -12 -9
-8 -18 3 -5 -15 -17 -13 -9
-7 -18 4 -5 -14 -17 -13 -8
-6 -17 4 -6 -14 -18 -13 -9
-5 -17 4 -6 -14 -17 -13 -8
-5 -17 4 -6 -14 -18 -13 -9
-5 -18 4 -6 -15 -18 -13 -9
-5 -19 4 -6 -15 -18 -13 -9
-5 -19 3 -6 -16 -18 -13 -10
-7 -21 4 -6 -15 -17 -13 -10
-9 -24 4 -6 -15 -18 -14 -11
-9 -24 4 -6 -16 -19 -14 -11
-7 -21 5 -6 -14 -17 -13 -10
-4 -17 5 -6 -14 -17 -13 -10
0 -15 5 -5 -15 -18 -13 -10
0 -17 6 -5 -15 -18 -13 -10
-2 -18 6 -5 -14 -18 -13 -10
-4 -20 4 -6 -14 -18 -14 -11
-5 -22 3 -6 -16 -19 -15 -12
-8 -25 3 -8 -17 -19 -16 -12
-8 -26 3 -7 -17 -19 -16 -12
-5 -22 4 -6 -16 -19 -15 -11
2 -16 6 -5 -14 -17 -13 -10
1 -16 6 -6 -14 -17 -14 -10
-5 -21 4 -8 -16 -19 -16 -13
-5 -21 4 -7 -16 -19 -16 -13
0 -15 7 -5 -15 -19 -15 -11
2 -13 8 -5 -17 -21 -16 -12
1 -15 7 -8 -20 -26 -19 -15
-3 -15 8 -9 -22 -29 -21 -17
-5 -16 8 -9 -22 -30 -22 -18
-5 -17 8 -8 -21 -28 -23 -19
-4 -16 12 -4 -15 -21 -19 -16
-3 -16 15 4 -6 -13 -16 -15
-2 -17 18 15 8 -2 -11 -12
1 -17 21 29 25 15 -2 -9
5 -15 24 45 46 36 12 0
9 -10 21 53 62 58 26 10
12 -5 13 50 71 77 43 20
15 3 4 42 78 102 65 35
23 15 -9 26 84 131 91 53
31 30 -22 7 86 158 117 72
36 44 -37 -16 81 180 142 91
38 51 -54 -38 72 193 160 105
39 51 -64 -59 59 193 165 110
35 46 -67 -77 36 176 156 105
29 38 -67 -98 5 145 136 92
22 32 -67 -117 -27 109 110 76
17 27 -69 -133 -60 66 77 57
11 22 -66 -137 -85 24 43 36
4 19 -61 -133 -102 -16 11 16
0 17 -56 -121 -108 -47 -12 3
-2 15 -50 -103 -103 -60 -21 -4
-2 12 -43 -87 -90 -60 -23 -7
0 8 -38 -75 -77 -56 -24 -10
0 6 -33 -64 -67 -50 -23 -10
3 4 -30 -55 -57 -41 -20 -10
5 3 -26 -44 -46 -32 -16 -8
6 1 -22 -34 -37 -27 -13 -7
5 -2 -19 -28 -32 -24 -13 -7
6 -4 -15 -22 -27 -21 -12 -8
7 -5 -11 -17 -22 -19 -11 -8
7 -6 -8 -13 -19 -18 -11 -8
6 -8 -5 -11 -16 -16 -11 -7
6 -8 -3 -8 -14 -16 -11 -8
5 -8 0 -6 -11 -15 -11 -9
5 -8 1 -6 -10 -15 -11 -10
6 -8 1 -6 -10 -15 -11 -10
7 -8 2 -4 -10 -14 -11 -11
7 -9 1 -3 -11 -14 -11 -12
6 -11 1 -3 -11 -15 -13 -13
7 -11 2 -2 -9 -14 -13 -12
7 -9 3 0 -8 -14 -12 -11
3 -11 3 1 -8 -14 -12 -11
2 -13 3 0 -8 -15 -13 -11
4 -11 4 1 -7 -14 -12 -11
7 -9 2 1 -8 -15 -12 -11
7 -9 2 0 -8 -15 -13 -12
6 -10 2 0 -8 -14 -12 -11
7 -10 2 0 -7 -13 -12 -12
8 -10 3 2 -6 -14 -12 -12
7 -11 3 3 -5 -14 -13 -12
6 -12 3 2 -5 -14 -13 -13
6 -11 3 2 -5 -14 -12 -12
5 -11 3 2 -5 -13 -13 -12
5 -11 3 1 -6 -14 -13 -12
5 -12 4 2 -6 -13 -12 -12
6 -11 3 2 -6 -14 -13 -13
6 -12 1 1 -7 -14 -14 -13
5 -13 2 2 -7 -14 -13 -13
7 -10 3 2 -7 -13 -13 -14
12 -5 4 4 -4 -12 -11 -12
13 -5 5 6 -2 -11 -11 -10
10 -8 6 7 -2 -10 -11 -11
10 -8 5 5 -2 -11 -12 -11
9 -7 4 4 -3 -11 -12 -12
8 -9 4 3 -3 -12 -12 -12
8 -9 4 3 -2 -11 -12 -13
10 -8 4 3 -3 -11 -12 -12
10 -8 5 4 -3 -11 -11 -12
9 -8 4 4 -3 -12 -11 -12
8 -9 4 5 -3 -11 -12 -13
6 -12 3 4 -3 -12 -13 -13
5 -14 1 2 -4 -13 -15 -14
6 -12 1 2 -4 -13 -15 -13
10 -7 3 3 -2 -11 -13 -12
14 -4 4 5 1 -9 -12 -11
14 -4 4 5 0 -9 -12 -11
13 -5 3 5 0 -9 -12 -12
13 -5 3 5 0 -9 -12 -12
11 -7 3 6 0 -9 -11 -13
8 -10 2 5 -2 -10 -12 -14
9 -8 1 4 -2 -10 -14 -14
12 -5 2 5 0 -9 -13 -13
11 -5 1 5 0 -9 -14 -13
8 -7 1 5 0 -9 -13 -12
9 -6 1 4 0 -9 -13 -13
10 -5 1 4 0 -8 -12 -12
8 -7 0 3 -2 -9 -13 -13
6 -9 -2 3 -3 -10 -14 -14
7 -8 0 4 0 -9 -12 -13
10 -5 1 6 1 -8 -12 -13
12 -3 1 7 2 -7 -12 -13
13 0 2 8 2 -7 -11 -12
14 1 3 8 4 -6 -11 -12
14 1 2 7 4 -6 -11 -12
13 0 1 7 3 -6 -11 -13
13 0 1 7 3 -6 -11 -13
14 0 1 6 2 -6 -11 -14
13 0 0 6 2 -6 -11 -14
13 -2 1 7 2 -5 -11 -13
13 0 0 6 2 -5 -12 -14
13 -2 0 8 4 -5 -11 -13
12 -2 0 8 5 -4 -11 -12
11 0 1 8 6 -3 -10 -11
9 1 1 8 6 -3 -10 -11
8 0 2 9 6 -2 -9 -10
6 -2 2 9 7 0 -9 -10
3 -3 1 9 6 -2 -9 -11
-2 -5 0 9 5 -2 -9 -11
-4 -6 0 11 8 0 -8 -10
-2 -3 2 13 11 3 -6 -8
3 2 3 14 12 3 -6 -8
7 7 3 14 13 4 -6 -7
7 8 4 15 13 6 -4 -5
3 6 4 14 12 6 -4 -5
2 5 2 13 11 5 -5 -6
3 5 2 13 12 6 -5 -7
4 5 2 13 13 7 -4 -7
4 7 1 14 13 7 -4 -6
4 8 2 15 13 8 -4 -6
4 8 2 15 14 8 -4 -6
4 8 2 16 15 10 -2 -4
2 7 2 16 17 11 0 -4
0 5 2 15 17 11 0 -4
0 5 2 16 17 12 0 -3
0 5 1 16 16 12 0 -3
-3 3 -2 15 16 11 -3 -5
-2 5 -2 16 17 12 -2 -4
6 13 1 18 19 15 2 -2
9 16 2 20 20 17 4 -2
5 12 1 20 21 17 4 -2
3 10 0 19 22 17 3 -2
4 11 1 21 24 19 5 1
4 10 0 20 24 19 4 0
4 11 0 20 25 20 5 0
7 14 1 20 27 22 7 2
8 16 2 21 28 24 8 3
6 15 0 20 28 24 7 2
3 13 -2 20 27 23 7 2
2 12 0 22 29 25 8 3
1 10 -2 22 29 25 8 2
2 10 -3 23 29 26 9 2
8 16 -2 25 30 28 11 4
11 18 0 25 31 29 11 6
6 16 -3 23 30 29 10 5
3 14 -4 22 29 29 11 5
3 16 -4 21 29 30 11 4
5 19 -3 22 31 31 13 6
7 20 -3 23 33 32 14 7
6 19 -4 24 33 32 14 6
7 19 -4 24 33 33 14 6
8 21 -3 25 35 33 16 7
7 20 -4 24 35 34 17 8
5 18 -5 23 35 33 15 7
5 19 -5 22 34 33 15 7
6 20 -6 21 33 33 15 7
6 21 -6 21 34 34 16 8
5 22 -6 20 33 35 17 9
4 23 -5 20 33 35 18 10
3 24 -5 21 32 34 18 11
2 24 -5 20 31 33 17 10
0 23 -6 19 28 31 17 9
-2 23 -7 17 27 29 17 10
0 24 -6 17 26 29 17 10
0 24 -7 15 23 26 15 9
-2 23 -8 12 20 23 13 7
-2 23 -7 11 18 22 12 7
-2 23 -6 11 18 20 12 7
-3 22 -5 10 17 18 12 7
-3 21 -6 8 14 15 10 5
-3 20 -6 8 12 13 9 5
-3 19 -7 6 10 11 7 3
-3 17 -6 6 9 10 6 3
-4 15 -6 5 7 8 4 2
-6 12 -8 1 3 4 1 -2
-8 11 -9 0 0 3 0 -3
-7 11 -8 0 0 2 0 -3
-7 10 -8 -2 -3 0 -3 -4
-3 15 -7 1 -2 0 -2 -3
6 24 -3 4 1 2 2 1
5 22 -4 4 0 0 0 0
-4 13 -6 0 -4 -5 -4 -4
-7 10 -6 -2 -6 -6 -6 -6
-6 11 -6 -2 -6 -6 -5 -5
-4 12 -5 -2 -6 -5 -6 -5
0 15 -5 -4 -7 -7 -7 -5
0 15 -5 -4 -7 -7 -7 -5
-3 12 -6 -5 -9 -10 -8 -6
-5 9 -6 -5 -9 -10 -8 -7
-6 7 -6 -5 -11 -12 -9 -8
-6 6 -7 -6 -13 -14 -11 -9
-5 6 -6 -6 -13 -14 -11 -9
-3 9 -7 -6 -13 -14 -11 -9
-3 10 -5 -5 -12 -13 -10 -9
-5 9 -5 -4 -11 -12 -11 -8
0 13 -5 -4 -11 -12 -10 -8
4 17 -4 -3 -10 -11 -9 -7
2 15 -5 -5 -12 -13 -11 -8
-2 12 -5 -6 -13 -14 -12 -8
-2 12 -5 -5 -13 -14 -12 -9
-3 11 -5 -4 -13 -15 -12 -9
-5 9 -5 -5 -13 -15 -12 -9
-3 8 -5 -5 -13 -15 -12 -10
0 9 -4 -4 -12 -15 -12 -9
-2 7 -3 -4 -12 -14 -11 -8
-3 4 -3 -5 -13 -14 -12 -8
-3 2 -3 -4 -12 -14 -12 -8
-3 2 -3 -4 -12 -15 -12 -9
-3 3 -4 -5 -13 -16 -13 -10
1 5 -3 -4 -13 -16 -12 -9
3 5 -4 -3 -13 -17 -13 -10
0 5 -4 -3 -13 -16 -13 -10
-2 4 -4 -4 -13 -16 -13 -10
0 5 -4 -4 -13 -16 -14 -11
0 5 -3 -4 -12 -16 -14 -11
-2 5 -3 -4 -13 -16 -14 -11
1 5 -3 -4 -13 -16 -15 -12
4 6 -5 -6 -15 -18 -16 -13
6 7 -5 -6 -16 -19 -16 -13
5 6 -4 -4 -15 -18 -15 -12
4 5 -3 -3 -14 -17 -14 -11
4 5 -4 -4 -15 -17 -15 -12
5 6 -5 -6 -16 -18 -16 -13
6 6 -4 -6 -15 -18 -15 -13
6 6 -4 -6 -14 -18 -15 -13
6 5 -4 -7 -15 -18 -16 -13
6 5 -5 -6 -15 -18 -17 -13
6 6 -5 -6 -15 -19 -17 -13
3 5 -6 -7 -17 -20 -18 -15
3 5 -6 -6 -16 -20 -18 -15
7 7 -4 -5 -15 -19 -17 -13
10 9 -4 -5 -14 -18 -16 -12
9 8 -5 -6 -14 -19 -16 -13
7 5 -5 -7 -14 -19 -17 -14
6 5 -5 -7 -16 -19 -17 -14
8 6 -5 -7 -16 -18 -18 -14
9 7 -7 -7 -16 -19 -19 -15
10 7 -5 -6 -14 -18 -16 -13
11 9 -5 -6 -14 -17 -16 -12
9 7 -6 -7 -15 -18 -17 -13
9 5 -6 -8 -16 -19 -18 -14
12 6 -6 -9 -16 -19 -18 -15
13 7 -7 -10 -16 -19 -18 -15
13 7 -8 -10 -17 -19 -18 -15
13 6 -9 -12 -18 -20 -19 -16
12 6 -8 -11 -18 -20 -19 -15
14 8 -8 -11 -18 -20 -19 -15
18 12 -6 -8 -16 -19 -17 -13
18 14 -6 -8 -16 -18 -16 -13
14 12 -7 -8 -17 -19 -17 -13
9 9 -7 -8 -17 -19 -17 -13
7 7 -6 -8 -16 -19 -16 -13
7 8 -6 -7 -16 -18 -16 -12
6 10 -6 -8 -16 -18 -16 -11
6 10 -5 -7 -15 -17 -15 -11
5 10 -3 -6 -13 -15 -13 -11
4 9 -4 -7 -14 -15 -14 -11
4 9 -5 -8 -15 -15 -14 -11
2 10 -4 -7 -14 -15 -13 -10
1 11 -4 -6 -14 -16 -13 -10
-2 11 -4 -7 -14 -16 -14 -9
-3 10 -3 -6 -13 -15 -13 -9
-5 10 -2 -5 -12 -13 -12 -8
-5 11 -3 -6 -13 -14 -13 -8
-5 12 -3 -6 -13 -14 -12 -8
-6 12 -3 -6 -14 -14 -13 -9
-8 12 -2 -5 -13 -14 -12 -8
-10 11 0 -4 -13 -13 -11 -7
-12 11 1 -3 -12 -12 -10 -6
-14 11 0 -3 -12 -13 -11 -6
-13 12 2 -2 -10 -12 -10 -5
-14 13 3 -2 -9 -12 -9 -5
-14 12 2 -3 -10 -12 -10 -5
-14 12 1 -4 -12 -13 -10 -5
-13 12 1 -4 -11 -12 -10 -5
-13 12 0 -3 -11 -12 -10 -5
-13 12 0 -4 -11 -11 -10 -4
-12 11 0 -4 -11 -11 -10 -4
-12 12 0 -4 -12 -12 -10 -5
-11 13 1 -4 -12 -11 -10 -5
-11 13 1 -4 -13 -11 -11 -5
-12 12 0 -5 -14 -14 -12 -6
-13 10 -2 -6 -14 -14 -13 -7
-14 9 -2 -6 -14 -14 -13 -6
-14 9 -3 -7 -14 -14 -13 -7
-13 11 -2 -7 -15 -15 -13 -7
-11 13 -2 -6 -14 -14 -12 -6
-9 14 -2 -5 -14 -14 -11 -6
-10 13 -2 -5 -14 -14 -12 -7
-10 12 -3 -5 -13 -14 -12 -6
-9 13 -3 -5 -14 -15 -12 -7
-11 14 -2 -5 -13 -15 -12 -7
-13 13 -3 -6 -13 -15 -14 -8
-15 11 -2 -5 -13 -14 -13 -7
-12 14 -2 -5 -12 -13 -12 -7
-7 21 1 -3 -10 -10 -10 -4
-4 26 2 -2 -8 -8 -8 -2
-5 23 2 0 -7 -8 -7 -2
-8 19 2 0 -7 -8 -7 -2
-9 17 3 1 -7 -7 -7 -2
-8 17 5 2 -6 -6 -8 -2
-8 15 8 3 -5 -7 -7 0
-9 12 10 4 -4 -7 -7 -2
-8 11 12 5 -4 -6 -7 0
-7 10 13 7 -2 -4 -5 1
-8 10 13 9 2 -2 -3 3
-9 10 12 8 2 0 -2 4
-9 9 10 7 1 -2 -3 4
-9 6 6 5 -2 -3 -3 3
-9 6 3 4 -2 -3 -3 5
-6 9 1 4 0 -2 0 7
-3 12 0 4 1 0 2 8
2 13 -2 4 2 2 3 10
2 9 -4 3 1 2 3 10
0 5 -6 1 -2 1 2 9
-2 2 -5 0 -3 0 2 9
-2 1 -4 1 -2 1 3 10
-3 2 -5 1 -2 2 3 10
-4 3 -5 1 -2 2 4 11
-3 2 -4 2 0 3 5 11
-2 1 -4 3 -2 2 5 11
-2 1 -4 2 -2 1 3 11
-2 1 -4 2 -3 -2 2 10
0 2 -4 2 -3 0 2 10
0 2 -3 2 -2 1 3 10
-2 1 0 3 0 1 4 11
-3 1 1 2 -2 0 2 10
-4 -2 2 2 -3 -2 1 9
-5 -3 3 2 -5 -3 0 8
-5 -4 3 0 -7 -6 -4 5
-4 -5 3 0 -8 -8 -6 4
-5 -5 3 -2 -9 -9 -7 2
-7 -6 4 -2 -9 -9 -8 2
-8 -7 4 -2 -10 -9 -8 1
-7 -9 3 -3 -11 -10 -8 0
-5 -9 5 0 -10 -9 -8 1
-4 -8 5 0 -11 -10 -10 0
-5 -10 5 -2 -12 -11 -11 -3
-8 -13 6 -2 -12 -11 -11 -4
-8 -14 5 -3 -12 -13 -12 -5
-7 -14 6 -2 -12 -12 -12 -5
-6 -12 6 -2 -11 -12 -12 -4
-8 -13 6 -3 -11 -13 -13 -5
-9 -14 5 -4 -12 -15 -13 -6
-7 -13 6 -2 -12 -13 -13 -5
-6 -11 7 0 -12 -14 -12 -5
-8 -13 7 0 -12 -14 -13 -6
-6 -13 6 -2 -13 -14 -14 -6
-5 -12 7 -2 -12 -13 -14 -6
-6 -13 5 -3 -13 -15 -14 -8
-8 -14 6 -3 -13 -15 -15 -8
-8 -14 6 -3 -13 -15 -14 -8
-8 -14 6 -3 -13 -15 -14 -7
-8 -14 5 -3 -13 -16 -14 -7
-6 -15 6 -3 -13 -15 -14 -6
-5 -13 6 -3 -13 -15 -14 -7
-5 -12 5 -4 -13 -15 -14 -8
-6 -13 5 -4 -13 -16 -15 -8
-6 -14 6 -2 -13 -15 -13 -7
-6 -13 6 -3 -14 -16 -14 -8
-6 -13 6 -3 -14 -16 -15 -8
-8 -15 5 -4 -14 -16 -15 -8
-8 -16 5 -4 -14 -16 -15 -8
-5 -12 8 0 -11 -13 -13 -5
-4 -11 8 0 -12 -13 -13 -5
-5 -14 7 -2 -13 -14 -14 -7
-5 -14 7 -3 -13 -15 -14 -8
-4 -12 7 -3 -13 -14 -14 -6
-3 -13 7 -3 -13 -14 -14 -7
-5 -13 7 -3 -13 -15 -14 -7
-5 -12 8 -3 -13 -15 -14 -8
-5 -12 9 -3 -15 -17 -15 -8
-6 -12 8 -6 -17 -22 -19 -10
-8 -13 8 -7 -20 -25 -22 -11
-9 -13 9 -7 -22 -27 -24 -13
-9 -13 9 -7 -21 -26 -23 -14
-9 -13 10 -5 -18 -23 -22 -15
-8 -12 13 2 -11 -16 -17 -11
-5 -12 18 13 3 -5 -11 -9
-3 -12 21 25 17 9 -4 -5
0 -11 23 39 34 27 7 1
3 -8 23 51 53 47 20 9
7 -3 18 55 66 65 34 18
11 5 11 53 77 89 56 33
18 16 3 46 88 117 81 51
24 27 -9 32 93 147 109 69
29 38 -25 10 88 168 133 87
33 47 -40 -14 79 183 152 101
37 50 -53 -34 69 190 163 110
38 49 -60 -53 53 181 160 109
34 44 -61 -72 27 158 145 100
26 35 -61 -93 -6 123 121 85
18 27 -60 -111 -38 82 92 67
9 21 -59 -126 -70 38 57 46
0 17 -57 -132 -94 -5 23 24
-5 17 -53 -128 -109 -39 -5 8
-5 19 -49 -116 -112 -60 -19 -2
-5 16 -44 -98 -101 -63 -22 -5
-5 12 -38 -80 -85 -59 -22 -7
-4 10 -34 -68 -72 -54 -22 -7
-3 9 -31 -60 -62 -47 -19 -7
-2 7 -26 -49 -50 -36 -13 -5
0 5 -22 -38 -39 -28 -9 -4
1 4 -19 -31 -32 -24 -8 -3
2 3 -16 -26 -26 -21 -8 -3
2 2 -13 -21 -23 -19 -7 -4
1 1 -10 -17 -20 -16 -6 -4
2 0 -8 -13 -17 -15 -6 -5
3 -2 -6 -11 -15 -15 -7 -6
1 -4 -4 -9 -13 -15 -7 -7
-2 -6 -2 -6 -10 -14 -7 -7
-2 -5 0 -6 -10 -13 -7 -8
2 -4 1 -6 -9 -13 -5 -7
2 -5 1 -6 -8 -12 -6 -5
1 -6 0 -5 -9 -13 -6 -6
1 -7 -2 -5 -10 -14 -8 -8
1 -5 1 -3 -8 -13 -7 -7
1 -4 1 -3 -7 -13 -7 -8
1 -5 1 -3 -8 -13 -8 -9
0 -6 -3 -6 -11 -15 -11 -12
0 -7 0 -4 -9 -15 -9 -11
2 -4 2 -3 -6 -13 -7 -10
4 0 2 -3 -6 -12 -6 -9
3 -2 1 -4 -6 -13 -7 -10
2 -4 0 -3 -7 -14 -7 -10
2 -5 0 0 -6 -13 -7 -9
2 -5 1 0 -5 -12 -6 -8
3 -5 1 -2 -5 -12 -6 -9
3 -4 1 -2 -5 -12 -6 -9
3 -4 1 0 -5 -12 -6 -10
3 -3 1 -2 -6 -12 -7 -11
2 -3 2 0 -5 -11 -7 -11
2 -5 1 -2 -5 -13 -8 -12
1 -7 1 -3 -5 -13 -8 -12
3 -6 0 -2 -5 -13 -7 -11
4 -5 1 1 -4 -12 -6 -9
3 -4 1 2 -3 -11 -5 -9
2 -4 1 2 -2 -10 -5 -8
3 -4 2 2 -2 -10 -5 -8
3 -4 1 2 -2 -10 -5 -9
2 -4 0 0 -3 -11 -6 -11
1 -5 0 0 -4 -11 -6 -11
1 -6 -2 -2 -5 -12 -7 -11
3 -5 -3 -3 -4 -12 -7 -11
5 -3 -2 0 -2 -10 -5 -9
7 -2 -2 1 -2 -9 -4 -8
6 -4 -2 1 -2 -10 -4 -8
5 -6 0 1 0 -9 -5 -9
4 -5 -2 1 -2 -9 -5 -10
4 -4 -3 0 -3 -11 -7 -12
4 -3 -4 0 -3 -11 -7 -12
4 -3 -4 0 -3 -10 -6 -12
3 -3 -5 0 -3 -9 -5 -11
1 -4 -4 0 -2 -8 -5 -10
-2 -5 -3 1 0 -9 -5 -11
0 -4 -3 2 0 -9 -5 -11
3 0 -3 3 1 -8 -4 -11
2 1 -2 3 2 -7 -4 -10
0 -2 -4 1 1 -8 -4 -10
-2 -3 -3 2 2 -8 -4 -10
0 -2 -3 2 2 -7 -4 -10
1 -2 -2 3 3 -6 -2 -9
2 -2 -4 2 2 -6 -3 -10
0 -2 -4 3 3 -5 0 -10
-2 0 -4 3 3 -5 0 -10
-3 0 -3 3 3 -5 0 -9
0 0 -3 3 4 -4 1 -9
1 0 -4 3 4 -5 1 -9
1 0 -4 3 4 -5 1 -8
0 1 -4 2 4 -5 0 -8
0 2 -4 2 4 -5 0 -9
-2 2 -4 2 5 -4 0 -10
-2 2 -4 2 6 -5 0 -10
0 2 -4 3 7 -3 0 -10
2 2 -5 3 6 -3 0 -10
3 3 -5 4 7 0 1 -9
2 3 -5 5 7 0 1 -10
1 2 -5 5 7 0 1 -10
0 0 -6 2 5 -3 0 -11
1 1 -6 1 5 -4 -3 -11
4 5 -5 3 8 -2 0 -8
5 6 -5 3 9 0 1 -7
3 3 -5 3 9 1 3 -7
3 2 -5 2 8 0 2 -8
3 3 -3 4 9 1 3 -8
3 4 -3 4 9 1 2 -8
3 4 -4 4 8 1 2 -9
2 4 -4 5 9 2 2 -9
3 5 -6 5 9 1 2 -9
4 6 -6 4 9 1 2 -9
3 6 -4 5 11 3 3 -8
3 6 -4 5 12 3 3 -8
4 6 -6 4 11 3 3 -8
2 6 -5 5 12 5 4 -7
2 6 -5 5 12 5 3 -7
3 7 -6 5 12 5 3 -8
3 7 -6 5 13 6 4 -7
3 7 -7 5 13 6 5 -7
2 7 -7 5 13 7 7 -6
2 8 -8 5 13 8 7 -6
4 11 -5 7 16 11 8 -5
3 13 -5 7 17 12 9 -5
-2 11 -6 7 18 12 11 -4
-4 11 -6 8 19 14 12 -2
-2 12 -6 8 19 14 12 -2
-3 11 -6 9 21 16 14 0
-4 10 -7 9 21 16 14 0
-2 12 -6 10 23 18 15 1
2 15 -6 11 23 18 16 2
1 15 -6 11 23 19 17 2
0 15 -6 11 25 21 18 2
2 16 -7 10 25 21 18 2
3 15 -7 11 26 22 18 3
2 14 -8 10 26 23 18 2
1 13 -8 11 27 24 18 2
3 15 -8 12 28 24 19 3
4 17 -8 13 29 26 20 4
3 18 -7 15 31 28 21 5
2 17 -8 13 29 27 21 3
3 17 -9 12 29 27 20 2
3 18 -10 13 30 28 19 2
2 19 -10 13 30 29 19 2
2 18 -10 12 30 30 20 3
2 18 -11 12 30 30 21 4
1 17 -10 12 31 31 22 5
1 17 -11 11 31 31 23 6
4 19 -11 12 32 31 25 8
7 24 -10 12 33 32 26 9
6 25 -10 12 33 32 26 8
3 22 -11 11 32 31 24 7
2 22 -11 10 32 32 24 6
4 25 -13 9 31 31 23 6
5 27 -14 8 30 30 23 5
4 28 -15 8 29 30 23 5
4 28 -15 8 28 29 23 5
5 28 -15 7 27 29 24 6
5 28 -15 7 26 29 24 7
5 28 -15 6 25 28 25 9
5 27 -15 6 24 26 24 9
5 26 -15 4 22 24 23 8
5 24 -14 4 21 22 22 8
